unit_id,centroid_lat,centroid_lon,nearest_library,library_lat,library_lon,distance_km,time_min,method
grid_R049_C029,23.32554174499587,120.31062474410191,新營文化中心圖書館,23.308579,120.315842,2.453,5.576666666666667,osrm_driving
grid_R049_C030,23.32558446028131,120.32040258003326,新營文化中心圖書館,23.308579,120.315842,2.4066,4.243333333333333,osrm_driving
grid_R049_C031,23.32562656548143,120.33018043895572,新營文化中心圖書館,23.308579,120.315842,3.6013,6.5600000000000005,osrm_driving
grid_R049_C032,23.325668060590495,120.3399583205386,新營文化中心圖書館,23.308579,120.315842,3.4191,5.17,osrm_driving
grid_R049_C033,23.32570894560284,120.34973622445118,後壁區圖書館,23.366219,120.362289,5.1271,8.426666666666668,osrm_driving
grid_R049_C034,23.3257492205129,120.35951415036274,後壁區圖書館,23.366219,120.362289,5.1752,7.663333333333333,osrm_driving
grid_R049_C035,23.325788885315173,120.36929209794258,後壁區圖書館,23.366219,120.362289,6.2227,10.733333333333333,osrm_driving
grid_R049_C036,23.325827940004253,120.37907006685997,白河區圖書館,23.353425,120.414315,6.2156,9.861666666666668,osrm_driving
grid_R049_C037,23.325866384574816,120.38884805678416,東山區圖書館,23.326158,120.404169,2.1005,3.731666666666667,osrm_driving
grid_R049_C038,23.32590421902161,120.39862606738446,東山區圖書館,23.326158,120.404169,0.7575,1.6683333333333332,osrm_driving
grid_R049_C039,23.32594144333947,120.4084040983301,東山區圖書館,23.326158,120.404169,0.4432,1.47,osrm_driving
grid_R049_C040,23.325978057523347,120.41818214929036,白河區圖書館,23.353425,120.414315,4.3447,7.653333333333333,osrm_driving
grid_R049_C041,23.32601406156822,120.42796021993452,白河區圖書館,23.353425,120.414315,4.9425,10.513333333333332,osrm_driving
grid_R049_C042,23.326049455469185,120.4377383099318,白河區圖書館,23.353425,120.414315,6.202,10.601666666666668,osrm_driving
grid_R049_C043,23.32608423922142,120.44751641895144,白河區圖書館,23.353425,120.414315,7.4269,14.566666666666666,osrm_driving
grid_R049_C044,23.326118412820176,120.45729454666277,白河區圖書館,23.353425,120.414315,7.1639,11.523333333333332,osrm_driving
grid_R049_C045,23.326151976260796,120.4670726927349,白河區圖書館,23.353425,120.414315,9.2467,18.138333333333332,osrm_driving
grid_R049_C046,23.326184929538694,120.47685085683716,白河區圖書館,23.353425,120.414315,13.783,21.076666666666664,osrm_driving
grid_R049_C047,23.326217272649384,120.48662903863875,白河區圖書館,23.353425,120.414315,16.130200000000002,21.645,osrm_driving
grid_R049_C048,23.32624900558845,120.49640723780897,白河區圖書館,23.353425,120.414315,15.8893,18.576666666666664,osrm_driving
grid_R049_C049,23.32628012835157,120.50618545401694,白河區圖書館,23.353425,120.414315,16.9998,22.128333333333337,osrm_driving
grid_R049_C050,23.32631064093449,120.51596368693195,白河區圖書館,23.353425,120.414315,15.829,22.91,osrm_driving
grid_R049_C051,23.32634054333305,120.52574193622324,白河區圖書館,23.353425,120.414315,18.1832,31.675,osrm_driving
grid_R049_C052,23.326369835543176,120.53552020155996,白河區圖書館,23.353425,120.414315,44.096,57.20166666666667,osrm_driving
grid_R050_C009,23.333588608470855,120.1150135526322,北門區圖書館,23.270354,120.124891,9.4794,18.515,osrm_driving
grid_R050_C010,23.33364354784838,120.1247915199204,北門區圖書館,23.270354,120.124891,11.304799999999998,14.671666666666663,osrm_driving
grid_R050_C011,23.333697877009467,120.13456951682168,北門區圖書館,23.270354,120.124891,10.2818,13.636666666666668,osrm_driving
grid_R050_C023,23.33430222744664,120.2519076690744,鹽水區圖書館,23.316355,120.2664,3.9605,5.008333333333334,osrm_driving
grid_R050_C024,23.334348623150056,120.2616860208496,鹽水區圖書館,23.316355,120.2664,2.4834,5.258333333333334,osrm_driving
grid_R050_C025,23.334394408540874,120.27146439760756,鹽水區圖書館,23.316355,120.2664,2.4141,4.378333333333333,osrm_driving
